RIL2_2,RIL2_8,RIL2_3,EG4-1,RIL2_6,RIL2_1-8,RIL2_4,RIL2_7,RIL2_5,A123-0,RIL2_1
NC_029257.1_15727561,NC_029257.1_16680149,NC_029257.1_22547038,NC_029256.1_42062685,NC_029256.1_38189335,NC_029257.1_23882556,NC_029257.1_4999904,NC_029257.1_26510354,NC_029257.1_31805778,NC_029257.1_31053561,NC_029257.1_23882556
NC_029257.1_15728852,NC_029257.1_16986965,NC_029257.1_27148059,NC_029256.1_42147041,NC_029256.1_38242705,NC_029257.1_24014617,NC_029257.1_6971212,NC_029257.1_26678339,NC_029257.1_32872129,NC_029257.1_31158664,NC_029257.1_24014617
NC_029257.1_18538059,NC_029257.1_17969908,NC_029257.1_27201254,NC_029256.1_42156580,NC_029256.1_38674211,NC_029257.1_24215955,NC_029257.1_7113419,NC_029257.1_27162234,NC_029257.1_33500957,NC_029257.1_31670396,NC_029257.1_24215955
NC_029257.1_18569682,NC_029257.1_18302508,NC_029257.1_28948533,NC_029256.1_42539790,NC_029256.1_38859875,NC_029257.1_25133413,NC_029257.1_7346135,NC_029257.1_27244609,NC_029257.1_33884292,NC_029257.1_31672501,NC_029257.1_25133413
NC_029257.1_18621511,NC_029257.1_18440544,NC_029257.1_30162442,NC_029256.1_42599828,NC_029256.1_38898351,NC_029257.1_25397924,NC_029257.1_7460592,NC_029257.1_27685184,NC_029257.1_34576206,NC_029257.1_32571629,NC_029257.1_25397924
NC_029257.1_19050841,NC_029257.1_18458311,NC_029257.1_30219031,NC_029256.1_42930249,NC_029256.1_39147396,NC_029257.1_25548874,NC_029257.1_8187916,NC_029257.1_28329975,NC_029257.1_35238925,NC_029257.1_32572074,NC_029257.1_25548874
NC_029257.1_19341459,NC_029257.1_21001167,NC_029257.1_30375300,NC_029257.1_217914,NC_029256.1_39212319,NC_029257.1_25852198,NC_029257.1_8898159,NC_029257.1_28376799,NC_029257.1_35548679,NC_029257.1_33884289,NC_029257.1_25852198
NC_029257.1_19487219,NC_029257.1_21319933,NC_029257.1_30593385,NC_029257.1_223439,NC_029256.1_39525876,NC_029257.1_25969391,NC_029257.1_9418869,NC_029257.1_28579143,NC_029257.1_35712070,NC_029257.1_34576206,NC_029257.1_25969391
NC_029257.1_19726702,NC_029257.1_21443359,NC_029257.1_30902244,NC_029257.1_682275,NC_029256.1_39543337,NC_029257.1_26510357,NC_029257.1_10076666,NC_029257.1_28633939,NC_029258.1_198571,NC_029257.1_35230683,NC_029257.1_26510357
NC_029257.1_20000326,NC_029257.1_21515952,NC_029257.1_31053564,NC_029257.1_913612,NC_029256.1_39811414,NC_029257.1_26678339,NC_029257.1_12151564,NC_029257.1_28662451,NC_029258.1_399054,NC_029257.1_35353667,NC_029257.1_26678339
NC_029257.1_20144822,NC_029257.1_22270894,NC_029257.1_31668465,NC_029257.1_1161810,NC_029256.1_39957256,NC_029257.1_27244609,NC_029257.1_12467699,NC_029257.1_28724475,NC_029258.1_511328,NC_029257.1_35711681,NC_029257.1_27244609
NC_029257.1_21515952,NC_029257.1_22478976,NC_029257.1_32675541,NC_029257.1_1718924,NC_029256.1_40262215,NC_029257.1_27685184,NC_029257.1_13200713,NC_029257.1_28732622,NC_029258.1_982230,NC_029258.1_132031,NC_029257.1_27685184
NC_029257.1_22270894,NC_029257.1_24215955,NC_029257.1_33884289,NC_029257.1_2025375,NC_029256.1_40281933,NC_029257.1_28329975,NC_029257.1_13403987,NC_029257.1_28964838,NC_029258.1_1247287,NC_029258.1_1113084,NC_029257.1_28329975
NC_029257.1_22316501,NC_029257.1_27148056,NC_029257.1_34576206,NC_029257.1_3502593,NC_029256.1_40469771,NC_029257.1_28376799,NC_029257.1_14601852,NC_029257.1_29429218,NC_029258.1_1299650,NC_029258.1_1246188,NC_029257.1_28376799
NC_029257.1_22478976,NC_029257.1_27201254,NC_029258.1_180222,NC_029257.1_3639030,NC_029256.1_40641753,NC_029257.1_28948533,NC_029257.1_15727561,NC_029257.1_29547914,NC_029258.1_1428678,NC_029258.1_1298988,NC_029257.1_28948533
NC_029257.1_23264457,NC_029257.1_28522431,NC_029258.1_198574,NC_029257.1_4314534,NC_029256.1_40692631,NC_029257.1_30375297,NC_029257.1_18569682,NC_029257.1_29576702,NC_029258.1_1782927,NC_029258.1_1429393,NC_029257.1_30375297
NC_029257.1_23518177,NC_029257.1_28948533,NC_029258.1_399054,NC_029257.1_4772219,NC_029256.1_40818574,NC_029257.1_30902244,NC_029257.1_18621511,NC_029257.1_30023134,NC_029258.1_2033634,NC_029258.1_1840658,NC_029257.1_30902244
NC_029257.1_24014617,NC_029257.1_30576165,NC_029258.1_511328,NC_029257.1_5193146,NC_029256.1_40832861,NC_029257.1_31053561,NC_029257.1_18992357,NC_029257.1_30104996,NC_029258.1_2675911,NC_029258.1_2737673,NC_029257.1_31053561
NC_029257.1_24059154,NC_029257.1_30934397,NC_029258.1_1246188,NC_029257.1_5763675,NC_029256.1_41008974,NC_029257.1_31613470,NC_029257.1_19050841,NC_029257.1_30934394,NC_029258.1_2688323,NC_029258.1_3390556,NC_029257.1_31613470
NC_029257.1_24215955,NC_029257.1_31278020,NC_029258.1_1298988,NC_029257.1_5855199,NC_029256.1_41148513,NC_029257.1_31670396,NC_029257.1_19341459,NC_029257.1_31278020,NC_029258.1_2830198,NC_029258.1_3469507,NC_029257.1_31670396
NC_029257.1_25548874,NC_029257.1_31455300,NC_029258.1_1429393,NC_029257.1_5857977,NC_029256.1_41148827,NC_029257.1_33884289,NC_029257.1_19487219,NC_029257.1_31455300,NC_029258.1_3623526,NC_029258.1_3558661,NC_029257.1_33884289
NC_029257.1_25969391,NC_029257.1_31636376,NC_029258.1_1443018,NC_029257.1_6951579,NC_029256.1_41818258,NC_029257.1_33952268,NC_029257.1_19968187,NC_029257.1_31636376,NC_029258.1_3639998,NC_029258.1_4033197,NC_029257.1_33952268
NC_029257.1_26120919,NC_029257.1_31702279,NC_029258.1_1840658,NC_029257.1_7113419,NC_029256.1_41979145,NC_029257.1_34446591,NC_029257.1_20000329,NC_029257.1_31702279,NC_029258.1_3804372,NC_029258.1_4094373,NC_029257.1_34446591
NC_029257.1_26510354,NC_029257.1_31815723,NC_029258.1_2095851,NC_029257.1_7476139,NC_029256.1_41979184,NC_029257.1_34576206,NC_029257.1_20144822,NC_029257.1_31849506,NC_029258.1_3826874,NC_029258.1_4820855,NC_029257.1_34576206
NC_029257.1_26523329,NC_029257.1_31849506,NC_029258.1_2737673,NC_029257.1_8019723,NC_029256.1_42144077,NC_029257.1_35082382,NC_029257.1_20589716,NC_029257.1_32397173,NC_029258.1_3872633,NC_029258.1_5987927,NC_029257.1_35082382
NC_029257.1_26678342,NC_029257.1_32397173,NC_029258.1_3390556,NC_029257.1_8112930,NC_029256.1_42156580,NC_029257.1_35391037,NC_029257.1_20722278,NC_029257.1_32432995,NC_029258.1_4377251,NC_029258.1_6139873,NC_029257.1_35391037
NC_029257.1_26927408,NC_029257.1_32432992,NC_029258.1_4722560,NC_029257.1_8898159,NC_029256.1_42599828,NC_029257.1_35712070,NC_029257.1_21001167,NC_029257.1_32572257,NC_029258.1_4396699,NC_029258.1_6227232,NC_029257.1_35712070
NC_029257.1_27162234,NC_029257.1_32572257,NC_029258.1_4742473,NC_029257.1_10076666,NC_029256.1_42746251,NC_029258.1_180225,NC_029257.1_21319933,NC_029257.1_32678686,NC_029258.1_4681956,NC_029258.1_6861349,NC_029258.1_180225
NC_029257.1_27244609,NC_029257.1_32678689,NC_029258.1_4820855,NC_029257.1_11594056,NC_029256.1_42930252,NC_029258.1_198571,NC_029257.1_21443359,NC_029257.1_32858535,NC_029258.1_6105315,NC_029258.1_8558948,NC_029258.1_198571
NC_029257.1_28166074,NC_029257.1_32858535,NC_029258.1_5528918,NC_029257.1_12467699,NC_029256.1_43019690,NC_029258.1_399057,NC_029257.1_21515952,NC_029257.1_32895943,NC_029258.1_6154022,NC_029258.1_8760868,NC_029258.1_399057
NC_029257.1_28329975,NC_029257.1_32895946,NC_029258.1_6154019,NC_029257.1_13200713,NC_029257.1_223439,NC_029258.1_440200,NC_029257.1_22270894,NC_029257.1_33871068,NC_029258.1_6328407,NC_029258.1_9946170,NC_029258.1_440200
NC_029257.1_28376796,NC_029257.1_33871068,NC_029258.1_6328407,NC_029257.1_14601852,NC_029257.1_913612,NC_029258.1_511328,NC_029257.1_22478976,NC_029257.1_34670529,NC_029258.1_6441698,NC_029258.1_10592386,NC_029258.1_511328
NC_029257.1_28579143,NC_029257.1_34670529,NC_029258.1_6441698,NC_029257.1_15395122,NC_029257.1_1115552,NC_029258.1_982230,NC_029257.1_23882556,NC_029257.1_35238925,NC_029258.1_6512008,NC_029258.1_10676838,NC_029258.1_982230
NC_029257.1_28633939,NC_029257.1_35238925,NC_029258.1_6566209,NC_029257.1_16368114,NC_029257.1_1161810,NC_029258.1_1247287,NC_029257.1_24014617,NC_029257.1_35251100,NC_029258.1_6566209,NC_029258.1_11281617,NC_029258.1_1247287
NC_029257.1_28662451,NC_029258.1_180225,NC_029258.1_7025984,NC_029257.1_18569682,NC_029257.1_1442477,NC_029258.1_1299650,NC_029257.1_24215958,NC_029257.1_35712070,NC_029258.1_6730657,NC_029258.1_11331348,NC_029258.1_1299650
NC_029257.1_28724475,NC_029258.1_198571,NC_029258.1_7296366,NC_029257.1_20079932,NC_029257.1_1582667,NC_029258.1_1428675,NC_029257.1_24678984,NC_029258.1_180222,NC_029258.1_7025984,NC_029258.1_12046613,NC_029258.1_1428675
NC_029257.1_28732622,NC_029258.1_399054,NC_029258.1_8457820,NC_029257.1_20144822,NC_029257.1_1591373,NC_029258.1_1782927,NC_029257.1_24719793,NC_029258.1_198571,NC_029258.1_7296366,NC_029258.1_12158053,NC_029258.1_1782927
NC_029257.1_28964838,NC_029258.1_511328,NC_029258.1_9162953,NC_029257.1_20589716,NC_029257.1_2025378,NC_029258.1_2078275,NC_029257.1_25198354,NC_029258.1_399054,NC_029258.1_8457817,NC_029258.1_12571104,NC_029258.1_2078275
NC_029257.1_29429218,NC_029258.1_982230,NC_029258.1_10593110,NC_029257.1_20722278,NC_029257.1_3502593,NC_029258.1_2737673,NC_029257.1_25529868,NC_029258.1_511328,NC_029258.1_9162953,NC_029258.1_13282282,NC_029258.1_2737673
NC_029257.1_29436152,NC_029258.1_1247287,NC_029258.1_10990368,NC_029257.1_20894874,NC_029257.1_4314534,NC_029258.1_2774225,NC_029257.1_25548874,NC_029258.1_1247287,NC_029258.1_9247073,NC_029258.1_14620264,NC_029258.1_2774225
NC_029257.1_29547914,NC_029258.1_1299650,NC_029258.1_11015127,NC_029257.1_21319933,NC_029257.1_4383231,NC_029258.1_3390556,NC_029257.1_25969391,NC_029258.1_1299650,NC_029258.1_10593110,NC_029258.1_16846775,NC_029258.1_3390556
NC_029257.1_29576702,NC_029258.1_1428675,NC_029258.1_11102321,NC_029257.1_21443359,NC_029257.1_4699554,NC_029258.1_3967953,NC_029257.1_26510354,NC_029258.1_1428675,NC_029258.1_10990371,NC_029258.1_17269649,NC_029258.1_3967953
NC_029257.1_30104999,NC_029258.1_1701778,NC_029258.1_11329079,NC_029257.1_22478976,NC_029257.1_4999904,NC_029258.1_4377251,NC_029257.1_26678339,NC_029258.1_1782927,NC_029258.1_11015127,NC_029258.1_18117564,NC_029258.1_4377251
NC_029257.1_30934394,NC_029258.1_1782927,NC_029258.1_11724933,NC_029257.1_22523629,NC_029257.1_5268649,NC_029258.1_4681956,NC_029257.1_26711781,NC_029258.1_2079804,NC_029258.1_11102321,NC_029258.1_19174833,NC_029258.1_4681956
NC_029257.1_31278023,NC_029258.1_2675911,NC_029258.1_11781492,NC_029257.1_22545099,NC_029257.1_5320589,NC_029258.1_6154019,NC_029257.1_26790988,NC_029258.1_2675911,NC_029258.1_11188823,NC_029258.1_20971983,NC_029258.1_6154019
NC_029257.1_31455300,NC_029258.1_2830198,NC_029258.1_11922189,NC_029257.1_23088577,NC_029257.1_5501011,NC_029258.1_6328407,NC_029257.1_27144972,NC_029258.1_2830198,NC_029258.1_11781492,NC_029258.1_22203353,NC_029258.1_6328407
NC_029257.1_31636376,NC_029258.1_3469624,NC_029258.1_12036119,NC_029257.1_23882556,NC_029257.1_5856377,NC_029258.1_6441698,NC_029257.1_27162234,NC_029258.1_3390556,NC_029258.1_11922189,NC_029258.1_24203921,NC_029258.1_6441698
NC_029257.1_31702279,NC_029258.1_3623526,NC_029258.1_12067612,NC_029257.1_24014617,NC_029257.1_7113419,NC_029258.1_6512008,NC_029257.1_27244609,NC_029258.1_4397035,NC_029258.1_12036119,NC_029258.1_24753651,NC_029258.1_6512008
NC_029257.1_31849506,NC_029258.1_3639998,NC_029258.1_12409836,NC_029257.1_25548874,NC_029257.1_7346135,NC_029258.1_6566209,NC_029257.1_27685184,NC_029258.1_4681956,NC_029258.1_12067612,NC_029258.1_25086368,NC_029258.1_6566209
NC_029257.1_32019865,NC_029258.1_3804369,NC_029258.1_12904743,NC_029257.1_25969391,NC_029257.1_7460592,NC_029258.1_7025981,NC_029257.1_28329975,NC_029258.1_5812663,NC_029258.1_12409836,NC_029258.1_26262315,NC_029258.1_7025981
NC_029257.1_32026346,NC_029258.1_3829094,NC_029258.1_13027115,NC_029257.1_26510354,NC_029257.1_8187916,NC_029258.1_7296366,NC_029257.1_28376799,NC_029258.1_6154019,NC_029258.1_13027115,NC_029258.1_26688130,NC_029258.1_7296366
NC_029257.1_32397176,NC_029258.1_3872633,NC_029258.1_13172075,NC_029257.1_26711768,NC_029257.1_8386642,NC_029258.1_7739000,NC_029257.1_28579143,NC_029258.1_6155850,NC_029258.1_13699244,NC_029258.1_26846761,NC_029258.1_7739000
NC_029257.1_32487715,NC_029258.1_4377251,NC_029258.1_13319068,NC_029257.1_27162234,NC_029257.1_8795393,NC_029258.1_8457817,NC_029257.1_28631102,NC_029258.1_6328407,NC_029258.1_14597026,NC_029258.1_28470308,NC_029258.1_8457817
NC_029257.1_32572257,NC_029258.1_4681956,NC_029258.1_13683981,NC_029257.1_27201257,NC_029257.1_8898162,NC_029258.1_9014022,NC_029257.1_28633939,NC_029258.1_6441698,NC_029258.1_15366308,NC_029258.1_28519793,NC_029258.1_9014022
NC_029257.1_32678686,NC_029258.1_5905107,NC_029258.1_14548544,NC_029257.1_27244609,NC_029257.1_9418869,NC_029258.1_9162953,NC_029257.1_28638356,NC_029258.1_6512008,NC_029258.1_15487800,NC_029258.1_28577817,NC_029258.1_9162953
NC_029257.1_32858538,NC_029258.1_6154019,NC_029258.1_14597026,NC_029257.1_27685184,NC_029257.1_10076666,NC_029258.1_9358950,NC_029257.1_28662451,NC_029258.1_6566209,NC_029258.1_15603450,NC_029258.1_28836745,NC_029258.1_9358950
NC_029257.1_32895943,NC_029258.1_6328407,NC_029258.1_14625279,NC_029257.1_28376796,NC_029257.1_12298998,NC_029258.1_9527855,NC_029257.1_28724475,NC_029258.1_7025981,NC_029258.1_15698488,NC_029258.1_29239284,NC_029258.1_9527855
NC_029257.1_33187794,NC_029258.1_6441698,NC_029258.1_15487800,NC_029257.1_28662451,NC_029257.1_15590312,NC_029258.1_9586683,NC_029257.1_28732622,NC_029258.1_7296366,NC_029258.1_16222139,NC_029258.1_29574402,NC_029258.1_9586683
NC_029257.1_33871068,NC_029258.1_6512008,NC_029258.1_15603450,NC_029257.1_28724475,NC_029257.1_16222087,NC_029258.1_10593110,NC_029257.1_28964838,NC_029258.1_8457817,NC_029258.1_17195959,NC_029258.1_29779175,NC_029258.1_10593110
NC_029257.1_34670529,NC_029258.1_6566209,NC_029258.1_15698485,NC_029257.1_28732622,NC_029257.1_16678146,NC_029258.1_10990368,NC_029257.1_29213871,NC_029258.1_9014022,NC_029258.1_17642390,NC_029258.1_30058248,NC_029258.1_10990368
NC_029257.1_35238925,NC_029258.1_7025981,NC_029258.1_16222142,NC_029257.1_29314301,NC_029257.1_16986965,NC_029258.1_11015127,NC_029257.1_29419163,NC_029258.1_9162953,NC_029258.1_18043769,NC_029258.1_30489355,NC_029258.1_11015127
NC_029257.1_35712070,NC_029258.1_7296366,NC_029258.1_17195962,NC_029257.1_29547914,NC_029257.1_17005320,NC_029258.1_11102321,NC_029257.1_29429218,NC_029258.1_9240545,NC_029258.1_21025380,NC_029258.1_30613089,NC_029258.1_11102321
NC_029258.1_398792,NC_029258.1_8457817,NC_029258.1_17338127,NC_029257.1_29576699,NC_029257.1_17969908,NC_029258.1_11329079,NC_029257.1_29547914,NC_029258.1_9949042,NC_029258.1_21188432,NC_029258.1_31848096,NC_029258.1_11329079
NC_029258.1_1246188,NC_029258.1_9014022,NC_029258.1_17642390,NC_029257.1_29763501,NC_029257.1_18302508,NC_029258.1_11781495,NC_029257.1_29576699,NC_029258.1_10593110,NC_029258.1_22164168,NC_029258.1_32007444,NC_029258.1_11781495
NC_029258.1_1298988,NC_029258.1_9162953,NC_029258.1_21188432,NC_029257.1_30104996,NC_029257.1_18458308,NC_029258.1_11922192,NC_029257.1_30023134,NC_029258.1_10990368,NC_029258.1_22679706,NC_029258.1_32923406,NC_029258.1_11922192
NC_029258.1_1429393,NC_029258.1_10593110,NC_029258.1_22164168,NC_029257.1_30818507,NC_029257.1_19270838,NC_029258.1_12036119,NC_029257.1_30104996,NC_029258.1_11015127,NC_029258.1_22701630,NC_029258.1_33130124,NC_029258.1_12036119
NC_029258.1_1453239,NC_029258.1_10990368,NC_029258.1_22701630,NC_029257.1_30934394,NC_029257.1_19620195,NC_029258.1_12067612,NC_029257.1_30934394,NC_029258.1_11102321,NC_029258.1_24436163,NC_029258.1_34212513,NC_029258.1_12067612
NC_029258.1_1840661,NC_029258.1_11015127,NC_029258.1_24225787,NC_029257.1_31455300,NC_029257.1_20621591,NC_029258.1_12384657,NC_029257.1_31039790,NC_029258.1_11329079,NC_029258.1_24591270,NC_029258.1_34459499,NC_029258.1_12384657
NC_029258.1_2737673,NC_029258.1_11059294,NC_029258.1_24436166,NC_029257.1_31636376,NC_029257.1_24228556,NC_029258.1_12409839,NC_029257.1_31278020,NC_029258.1_11723606,NC_029258.1_24690336,NC_029258.1_35141440,NC_029258.1_12409839
NC_029258.1_2830201,NC_029258.1_11102321,NC_029258.1_24690333,NC_029257.1_31660939,NC_029257.1_25760845,NC_029258.1_13100613,NC_029257.1_31455300,NC_029258.1_11781492,NC_029258.1_24706728,NC_029259.1_8639819,NC_029258.1_13100613
NC_029258.1_3469627,NC_029258.1_11329079,NC_029258.1_24920216,NC_029257.1_32190834,NC_029257.1_25776188,NC_029258.1_14620264,NC_029257.1_31636376,NC_029258.1_11922189,NC_029258.1_24855528,NC_029259.1_9332085,NC_029258.1_14620264
NC_029258.1_3623526,NC_029258.1_11781492,NC_029258.1_24969221,NC_029257.1_32301245,NC_029257.1_26584939,NC_029258.1_16846775,NC_029257.1_31702279,NC_029258.1_11961411,NC_029258.1_24920216,NC_029259.1_9562247,NC_029258.1_16846775
NC_029258.1_3639998,NC_029258.1_11922189,NC_029258.1_25133835,NC_029257.1_32382017,NC_029257.1_26832636,NC_029258.1_17267495,NC_029257.1_31849506,NC_029258.1_12036119,NC_029258.1_26867109,NC_029259.1_14006528,NC_029258.1_17267495
NC_029258.1_3804369,NC_029258.1_12036119,NC_029258.1_28470311,NC_029257.1_32397173,NC_029257.1_27148059,NC_029258.1_17269649,NC_029257.1_32397173,NC_029258.1_12409836,NC_029258.1_27646666,NC_029259.1_14327561,NC_029258.1_17269649
NC_029258.1_3872633,NC_029258.1_12067612,NC_029258.1_28519793,NC_029257.1_32572257,NC_029257.1_27201254,NC_029258.1_18117564,NC_029257.1_32432992,NC_029258.1_13027115,NC_029258.1_28470308,NC_029259.1_18718159,NC_029258.1_18117564
NC_029258.1_4377251,NC_029258.1_12409836,NC_029258.1_29198086,NC_029257.1_32858535,NC_029257.1_27345426,NC_029258.1_23071793,NC_029257.1_32572257,NC_029258.1_13172075,NC_029258.1_28519793,NC_029259.1_19345313,NC_029258.1_23071793
NC_029258.1_4820855,NC_029258.1_13027118,NC_029258.1_30058248,NC_029257.1_33231673,NC_029257.1_28637898,NC_029258.1_23835953,NC_029257.1_32678686,NC_029258.1_13281743,NC_029258.1_29419454,NC_029259.1_19915922,NC_029258.1_23835953
NC_029258.1_5699256,NC_029258.1_14620264,NC_029258.1_30613092,NC_029257.1_33559718,NC_029257.1_28871938,NC_029258.1_23992038,NC_029257.1_32858535,NC_029258.1_13319071,NC_029258.1_29574402,NC_029259.1_19988150,NC_029258.1_23992038
NC_029258.1_6139873,NC_029258.1_16846775,NC_029258.1_31198552,NC_029257.1_33835811,NC_029257.1_28948533,NC_029258.1_24753654,NC_029257.1_32895943,NC_029258.1_13319222,NC_029258.1_30058248,NC_029259.1_20639001,NC_029258.1_24753654
NC_029258.1_6227232,NC_029258.1_17267495,NC_029258.1_31848096,NC_029257.1_33871068,NC_029257.1_29495684,NC_029258.1_27342532,NC_029257.1_33871068,NC_029258.1_13683978,NC_029258.1_30613089,NC_029259.1_20701301,NC_029258.1_27342532
NC_029258.1_6775497,NC_029258.1_17269649,NC_029258.1_32074508,NC_029257.1_34627178,NC_029257.1_30230619,NC_029258.1_27565012,NC_029257.1_34670529,NC_029258.1_14597026,NC_029258.1_30784686,NC_029259.1_20906353,NC_029258.1_27565012
NC_029258.1_6951421,NC_029258.1_18117564,NC_029258.1_32577015,NC_029257.1_34670529,NC_029257.1_30308030,NC_029258.1_28088458,NC_029257.1_35225799,NC_029258.1_16311181,NC_029258.1_31364756,NC_029259.1_21249875,NC_029258.1_28088458
NC_029258.1_8558948,NC_029258.1_21751838,NC_029258.1_33130127,NC_029257.1_34906640,NC_029257.1_30375297,NC_029258.1_28365659,NC_029257.1_35238925,NC_029258.1_16846778,NC_029258.1_31423121,NC_029259.1_22423569,NC_029258.1_28365659
NC_029258.1_9946170,NC_029258.1_23992038,NC_029258.1_34294950,NC_029257.1_35227626,NC_029257.1_30902244,NC_029258.1_28622166,NC_029257.1_35712070,NC_029258.1_17642393,NC_029258.1_31662046,NC_029259.1_22880497,NC_029258.1_28622166
NC_029258.1_10676838,NC_029258.1_24276200,NC_029258.1_34424157,NC_029257.1_35248756,NC_029257.1_31053561,NC_029258.1_29404900,NC_029258.1_180222,NC_029258.1_18117567,NC_029258.1_31683284,NC_029259.1_22883629,NC_029258.1_29404900
NC_029258.1_11281617,NC_029258.1_24436163,NC_029258.1_34459499,NC_029258.1_198571,NC_029257.1_31158661,NC_029258.1_29985234,NC_029258.1_198571,NC_029258.1_21188432,NC_029258.1_31890845,NC_029259.1_23006034,NC_029258.1_29985234
NC_029258.1_11356058,NC_029258.1_24690333,NC_029258.1_34570540,NC_029258.1_399054,NC_029257.1_31224423,NC_029258.1_30100180,NC_029258.1_202152,NC_029258.1_22164168,NC_029258.1_31894797,NC_029259.1_23475677,NC_029258.1_30100180
NC_029258.1_11366879,NC_029258.1_24855528,NC_029258.1_35141440,NC_029258.1_457158,NC_029257.1_31421584,NC_029258.1_30605133,NC_029258.1_399054,NC_029258.1_22232828,NC_029258.1_32923406,NC_029259.1_24925072,NC_029258.1_30605133
NC_029258.1_12158053,NC_029258.1_24920216,NC_029258.1_36241631,NC_029258.1_511328,NC_029257.1_31670396,NC_029258.1_30784689,NC_029258.1_511328,NC_029258.1_22532979,NC_029258.1_32936991,NC_029259.1_25028693,NC_029258.1_30784689
NC_029258.1_13100613,NC_029258.1_26028785,NC_029259.1_1877635,NC_029258.1_982230,NC_029257.1_32006180,NC_029258.1_30966988,NC_029258.1_982230,NC_029258.1_22701630,NC_029258.1_33130124,NC_029259.1_25731832,NC_029258.1_30966988
NC_029258.1_14294449,NC_029258.1_26753247,NC_029259.1_2471260,NC_029258.1_1247287,NC_029257.1_32197314,NC_029258.1_31358854,NC_029258.1_1093463,NC_029258.1_23036006,NC_029258.1_33230431,NC_029259.1_26226544,NC_029258.1_31358854
NC_029258.1_14618742,NC_029258.1_26861560,NC_029259.1_4514396,NC_029258.1_1298985,NC_029257.1_33678170,NC_029258.1_31364756,NC_029258.1_1247287,NC_029258.1_24436163,NC_029258.1_34110949,NC_029259.1_26390442,NC_029258.1_31364756
NC_029258.1_15487800,NC_029258.1_27890181,NC_029259.1_5775282,NC_029258.1_1431128,NC_029257.1_33884289,NC_029258.1_31662046,NC_029258.1_1299650,NC_029258.1_24690333,NC_029258.1_34459502,NC_029259.1_26423865,NC_029258.1_31662046
